tweet,clean_tweet,sentiment
#Selasa #LintasBantenPagi Bantuan Gempa Pandeglang Rp500 Juta dari BNPB Terancam Dikembalikan https://t.co/ZXDhxRIyJg via @rri.co.id,bantuan gempa pandeglang rp juta bnpb terancam dikembalikan via coid,Neutral
yang terkena gempa stay safe ya !!,berguncang terkena gempa aman berguncang,Neutral
"https://t.co/My5b8tVXwX

Yuni
Gempa
Senin
Kalimantan
Anime - 0%
Kebangun
AU - 0%
Dayak
Thai - 0%
Tolak Pemindahan
Ibukota
Lombok",yuni gempa senin kalimantan anime terbangun barat laut dayak thai tolak pemindahan ibukota lombok,Negative
Lombok gempa? Stay safe kawan,lombok gempa aman kawan,Neutral
semalem tuh jam 1 gempa atau gua yang tremor se badan?,semalam jam gempa berguncang tremor sulawesi selatan badan,Negative
@bbibbibinn eh d bali gempa?? omg stay safe kamuu!!,bali gempa omg aman kamuu,Neutral
"@ngurahsaka makanya, ikut sedikit panik kaya ""heh kenapa oi?"" gara2 banyak yang histeris. seketika mengerikan suasa… https://t.co/luQVrpTDeo",panik heh berguncang histeris mengerikan suasa,Negative
"ada aja segala mimpi gempa, mana guncangannya kenceng bgt lagi😌",terkadang mimpi gempa guncangannya kencang,Negative
"@URCHIFUYOU gempa kecill banget doang kokk, btull tau nya kucing gelut :(",gempa kecill kokk btull tau kucing gelut,Negative
"ini twitter bmkg tau ga sih kalo ada gempa,,,",twitter bmkg tau terkadang gempa,Negative
kapan ada gempa?,terkadang gempa,Negative
"#TangkapEdyMulyadi 
#TangkapAzamKhan 
#TangkapMusniUmar 
#TangkapparapemecahbelahNKRI
#ikatancintaep597 
Gempa
https://t.co/lKk80zFm4p",gempa,Negative
kebangun gegara gempa gbisa bobo lagi pdhl bobo baru 2 jam yatuhan🙂,terbangun gempa gbisa jam yatuhan,Negative
"@Jxvaul Bener, trauma banget. Gempa besar yg pertama pas pagi itu aku lagi refisi skripsi di ruang tamu, tbtb ada g… https://t.co/Z3LbWbpAQw",trauma gempa pagi refisi skripsi ruang tamu terkadang,Negative
@Sarielittlenos1 Ya Allah ada gempa lagikah Akak ?? 😭😭,berguncang terkadang gempa lagikah akak,Negative
Gempa anaknya Gading featuring Gisell,gempa anaknya gading featuring gisell,Negative
"@insidelombok_ gempa 3d, dangkal, deket, darat. trauma 2018-2019 ternyata blm sembuh:(",gempa dangkal deket darat trauma sembuh,Negative
"@ms_atiek Hehehehe kita tadi cuman oh ok gempa, soalnya ngga lama jadi sante",atiek hehehehe cuman rubuh lokasi gempa sante,Negative
Di lotim (paling timur) nggak kerasa gempa nya,lotim timur nggak gempa,Negative
@vrindafun abis gempa dilombok soalnya bang,habis gempa dilombok,Negative
"Ternyata beneran tadi pagi ada gempa, tpi w saking ngantuknya cuma buka mata terus lannut tidur lagi😌😌",beneran pagi terkadang gempa tpi saking ngantuknya buka mata lannut tidur,Negative
"@wendote Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/tB3knZaxdG",halo bencana bot melaporkan dampak gempa sekitarmu silakan balas,Negative
berasa gempa kah jakarta?,berasa gempa kah jakarta,Negative
"@TimpalBali Iya... Pas bgt lg tidur langsung kebangun gr2 ada gempa 😅 tp emg ga terlalu si itu, jd kayanya yg ngera… https://t.co/E6ZHXvhcFl",iya tidur langsung terbangun gara gara terkadang gempa emang kayanya berasa,Negative
"Ahhhhh ada gempa lagi, stay safe guys🥺",ahhhhh terkadang gempa aman guys,Neutral
@nimijprka gempa dimana?,gempa dimana,Negative
"@BNPB_Indonesia Min, gempa 4,7 sr di lombok. gmn perkembangan ad korban gk",indonesia min gempa lombok gimana perkembangan terkadang korban,Negative
"Info Gempa Mag:3.8, 25-Jan-22 05:56:00 WIB, Lok:11.06 LS,117.80 BT (209 km BaratDaya KODI-SUMBABARATDAYA-NTT), Kedl… https://t.co/cbionQm8fs",info gempa magnitudo januari wib lokasi barat daya kodisumbabaratdayantt kedalaman,Negative
"@Jxvaul Trauma banget sama gempa yg dulu, setiap minggu gempa besar 😭",trauma gempa minggu gempa,Negative
"@sii_jojomon Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/n02fg0SJHp",jojomon halo bencana bot melaporkan dampak gempa sekitarmu silakan balas,Negative
"Alarm subuh berbunyi⏰
Me: ya Allah, 5 menit lagi yaaa (tidur lg)
GEMPA...
Also me: (kabur keluar kamar bawa kain) astagfirullahaladzim 😭",alarm subuh berbunyi teman berguncang menit yaaa tidur gempa also teman kabur kamar bawa kain astagfirullahaladzim,Negative
@neecmura Samaa😭 takut ada gempa susulan,samaa takut terkadang gempa susulan,Negative
"@ngurahsaka pas gempa kemarin kerasa di jakarta dst, gw sama sekali gak ngerasain Bli. tapi seisi taman menteng, bu… https://t.co/5uwBanilLE",gempa kemarin jakarta dst merasakan bli seisi taman menteng bu,Negative
lombok trending grgr gempa mulu,lombok trending gara gara gempa,Negative
Selain diri sendiri yang hrs diselamatin pertama pas gempa tuh apa?,berguncang hrs diselamatin gempa,Negative
Innalilahi gempa..,innalilahi gempa,Negative
"wajar banget kalau orang² jadi khawatir dan ovt, tragedi gempa Lombok tahun 2018 itu masih menyisakan trauma yg men… https://t.co/zFzDnx7bB2",wajar orang khawatir terkadang ovt tragedi gempa lombok menyisakan trauma teman,Negative
@Anit_RAC Anit stay safe ya nak.... Semoga gk ada gempa susulan,rac anit aman berguncang nak semoga terkadang gempa susulan,Positive
"@PacarnyaYasuo gempa, bang",gempa,Negative
"@stageof_mataram @steva_meirini Untung dah pulang kampung ya, lombok sering bgt gempa :(",mataram meirini untung pulang kampung berguncang lombok gempa,Negative
@frostsotan Daerah lo kmrn kmrn gempa ya kan ya sol @volrez,daerah lokasi kemarin kemarin gempa berguncang berguncang sol,Negative
@nocumocu Gempa dimana? Tapi lu gapapa kan?,gempa dimana gapapa,Negative
@happier_o HAH?? ADA GEMPA??? GUE GAK NGERASAAAAAAA😭😭😭😭,terkadang gempa ngerasaaaaaaa,Negative
"@myonshizuku Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/j75tAM7HbP",halo bencana bot melaporkan dampak gempa sekitarmu silakan balas,Negative
gempa dimana?,gempa dimana,Negative
Gempa??,gempa,Negative
Ada gempa ga si tdi subuh? Ap perasaan aj ya,terkadang gempa subuh ap perasaan berguncang,Negative
Nah kan bener ada gempa https://t.co/DrjM9wIBWk,terkadang gempa,Negative
bayangin aja ya dibangunin sama gempa uh 🔥 https://t.co/JVajMGpaqU,bayangin berguncang dibangunin gempa,Negative
@thismarvk gempa di lombok,gempa lombok,Negative
"@luciooo_0 tadi si akunya sendiri ngerasa gempa, tapi gak tau beneran apa engga",akunya berasa gempa tau beneran engga,Negative
"@new_rules05 mjb, daerah mana ya gempa nya?",rules mjb daerah berguncang gempa,Negative
"semoga gempanya nggak berlanjut kayak beberapa tahun lalu, capek lari-larian dan was-was setiap saat, please ya gem… https://t.co/VPiew9aJ8U",semoga gempanya nggak berlanjut capek larilarian terkadang waswas please berguncang gem,Negative
"Ada gempa...
Tapi ga ngerasa",terkadang gempa berasa,Negative
gue kebo bener dah ga kerasa ada gempa,kebo terkadang gempa,Negative
"@alyamaureen Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/YgVYYW7jCt",halo bencana bot melaporkan dampak gempa sekitarmu silakan balas,Negative
@convomfs Hah dmn gempa,dmn gempa,Negative
"kaget karena gempa sampe lupa mimpi apa tadi, padahal kalo gasalah mimpinya bagus :(",terkejut gempa lupa mimpi gasalah mimpinya bagus,Negative
"@musim_hujan_ Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/J1gc7FqwOO",hujan halo bencana bot melaporkan dampak gempa sekitarmu silakan balas,Negative
"@lixttlemonster Eh, gempa daerah mana?",gempa daerah,Negative
"""Ketahuilah cinta yang tulus tidak berdasarkan kepentingan, ambisi dan transaksi. Seorang ibu pasti mencintai anak-… https://t.co/c5LH91P30k",ketahuilah cinta berguncang tulus berdasarkan kepentingan ambisi terkadang transaksi mencintai anak,Positive
"Adek aku nelpon 04.20 pagi disini, kalau di dia 05.20 ngabarin lombok ada gempa. Dia shock karena gempanya terasa b… https://t.co/JInuPYgpcx",adek nelpon pagi ngabarin lombok terkadang gempa shock gempanya,Negative
emang tadi ada gempa? kok gak ngerasa ya,terkadang gempa berasa berguncang,Negative
Gempa bukannya lari tapi update story,gempa lari update story,Negative
dduh ini tu bnrn cuma pikiran random habis gempa doank.. aelah kebangun gegara gempa aja ampe bikin overthnking beg… https://t.co/XpJVVAYLTA,dduh bnrn pikiran random habis gempa doank aelah terbangun gempa bikin overthnking beg,Negative
Temen yg lu harus jaga dan hargain itu temen yg mau tetep ngedengerin cerita lu walaupun lu dah berkali2 cerita ten… https://t.co/GqHSYZgmqe,teman jaga terkadang hargain teman tetep ngedengerin cerita berkali cerita ten,Neutral
Pagi-pagi nyambel karena ga bisa tidur lagi abis gempa subuh tadi. https://t.co/16oDWsilLk,pagipagi nyambel tidur habis gempa subuh,Negative
"@Mimagunawan Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/REKzUyJVIq",halo bencana bot melaporkan dampak gempa sekitarmu silakan balas,Negative
@sayanadhira @pisceozz Wajar bgt mba aku juga masi trauma keinget gempa thn 2018😭 tadi gemeter bgt ya allah,wajar mba masi trauma keinget gempa gemeter berguncang,Negative
@ditmlnd eh trnyata gempa,trnyata gempa,Negative
"@stitchmarsaye Mngkin krna Gempa nya kecil jdi gak trllu rasa, soalnya pusatnya di lombok magnitudo 4,6",mngkin gempa jdi trllu berasa pusatnya lombok magnitudo,Negative
@mrsDBE Aku kebangun gara2 gempa tadi,terbangun gempa,Negative
"Gempa 5,3 Magnitudo, 2 Orang Tewas https://t.co/7EnWc2IqJX",gempa magnitudo orangtewas,Negative
Kaget banget!! jujur masih trauma Ama Gempa 2018 https://t.co/9wkOISSzXE,terkejut jujur trauma gempa,Neutral
@velovyu Gempa dimanaa?,gempa dimanaa,Negative
"@ayychansu1 Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/GGbgsS6LyR",halo bencana bot melaporkan dampak gempa sekitarmu silakan balas,Negative
@dwitrasna Apa cuman kotaku yg tidak gempa ya 🥰,cuman kotaku gempa berguncang,Negative
Tidak berpotensi tsunami https://t.co/apBNuQjpGb,berpotensi tsunami,Negative
"@strwbry_latte Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/DPNBT13FH3",latte halo bencana bot melaporkan dampak gempa sekitarmu silakan balas,Negative
@fckglf7 Gempa dimana?,gempa dimana,Negative
Gua cuma minta didengerin selagi gua curhat atau cerita bukannya lu balik cerita tentang diri lu sendiri. Please gu… https://t.co/HuYdFc73GG,didengerin selagi curhat cerita cerita please,Neutral
"@itak2704 Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/nLoTdA5uAH",halo bencana bot melaporkan dampak gempa sekitarmu silakan balas,Negative
ya ampun gempa?,berguncang ampun gempa,Negative
"10 Gelar Agung Sayyidah Fatimah Az-Zahra binti Rasulullah SAW yang perlu kita ketahui.
*
*
*
*
*
Selasa Pagii, Subu… https://t.co/IHZtJSMw9x",gelar agung sayyidah fatimah azzahra binti rasulullah saw berguncang ketahui selasa pagi subu,Neutral
Gempa bukannya lari tapi update story,gempa lari update story,Negative
"@_KembangGulaa Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/DSJfG4oPgY",kembanggulaa halo bencana bot melaporkan dampak gempa sekitarmu silakan balas,Negative
ktanya ada gempa ya? gw gtw dmn😭💔,ktanya terkadang gempa berguncang gtw dmn,Negative
"Gempa Magnitudo 4,6 Guncang Lombok Barat – medcom – https://t.co/7k8PkYpih6 https://t.co/VvUliacA5a",gempa magnitudo guncang lombok barat daya medcom,Negative
"Gempa Magnitudo 4,6 Guncang Lombok Barat – medcom – Opsiin https://t.co/7k8PkYpih6 https://t.co/lBFusnQiCS",gempa magnitudo guncang lombok barat daya medcom opsiin,Negative
jadi beneran gempa..,beneran gempa,Negative
Pernah sakit hati walaupun sudah berusaha memaafkan akan tetapi kalimat itu selalu terekam dimemori gua. Dan kalima… https://t.co/lOieRJ1c1c,sakit hati berusaha memaafkan kalimat terekam dimemori terkadang kalima,Positive
Kapan gempa.?,gempa,Negative
"Gempa berkekuatan 4,6 magnitudo mengguncang lombok barat dan terasa hingga bali.  https://t.co/sZoTLCB5x6 https://t.co/kov68iZ7df",gempa berkekuatan magnitudo mengguncang lombok barat daya terkadang bali,Negative
"@marchofang Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/kJMAacfmUD",halo bencana bot melaporkan dampak gempa sekitarmu silakan balas,Negative
"Gempa M 5,3 Guncang Haiti Selatan, 2 Orang Tewas – SINDOnews – https://t.co/YApwLjIAvD https://t.co/pw7zULjLKh",gempa guncang haiti selatan orang tewas sindonews,Negative
ternyata tadi pagi beneran ada gempa... https://t.co/cF4jb1vh90,pagi beneran terkadang gempa,Negative
"@insidelombok_ Belom tidur semalaman, tambah gempa jadi ga berani tidur🙂",tidur semalaman gempa berani tidur,Neutral
"@convomfs Sumpah yah semalaman gue sama adek belom tidur, lagi enak drakoran setelah sholat shubuh, ehh malah gempa… https://t.co/cvi2mDSUE4",sumpah yah semalaman adek tidur enak drakoran sholat shubuh gempa,Neutral
@Nengsih895 Banten kerasa ga ada gempa?,banten terkadang gempa,Negative
Baru tau kalau td gempa 😶 https://t.co/D5pqeJzsGD,tau barat daya gempa,Negative
"Kita harus banyak-banyak bersyukur.
.
.
.
.
.
Gempa, Bupati, Psikopat, Yuni, Subuh, Selasa, Anime - 0%, Perbudakan https://t.co/SmIku5wVPW",banyakbanyak bersyukur gempa bupati psikopat yuni subuh selasa anime perbudakan,Negative
"YaTuhan ada gempa lagi🥺, stay safe ya kaliann👩‍🎤",yatuhan terkadang gempa aman berguncang kaliann,Neutral
"@aldysuryadi168 Emng hikmahnya banyak Krn gempa dulu, jadi lebih akrab sama keluarga jauh, setenda bareng2 intinya… https://t.co/uIxaR9ufzQ",emng hikmahnya gempa akrab keluarga setenda bareng intinya,Neutral
"@sayanadhira takut poll anjir sumpah, bayangin lagi mandi blm pake apa apa, gempa kenceng banget si selama gw dimal… https://t.co/r39AllMXwW",takut anjir sumpah bayangin mandi pake gempa kencang dimal,Negative
"@pisceozz iya kita tuuh disini beruntun, berturut2, hari ini gempa bsk gempa lagi bsknya gempa lagi, gtu muluu smpe bosen mati rasa",iya tuuh beruntun gempa bsk gempa bsknya gempa gtu muluu smpe bosen mati berasa,Negative
Lagi usum gempa gera tobat,usum gempa berasa tobat,Negative
"#Gempa dirasakan Magnitudo: 4.6, 25-Jan-22 04:14:14 WIB, Koordinat: 8.78 LS, 116.14 BT (Pusat gempa berada di darat… https://t.co/nNdGJgwWNB",dirasakan magnitudo januari wib koordinat pusat gempa darat,Negative
"PULAU  Lombok, Nusa Tenggara Barat kembali diguncang gempa.  Gempa berkekuatan 4,6 magnitudo itu  terjadi pada Sela… https://t.co/wrIUmdrCNJ",pulau lombok nusa tenggara barat daya diguncang gempa gempa berkekuatan magnitudo,Negative
"@TARIJK97_ @littleukiyo mjb, HAH EMG KAPAN ADA GEMPA??",mjb emang terkadang gempa,Negative
@littleukiyo gara2 gempa sii,gempa sii,Negative
@lixttlemonster eh gempa dimana ar?,gempa dimana kemarin,Negative
"@pisceozz nah itu dia, mas nya di malang yg 2 hari aja masi takut kan, apalagi yg di lombok 2 tahun ga selesai2😭 di… https://t.co/zXcxQA2cSi",mas malang masi takut lombok selesai,Neutral
@sayanadhira @pisceozz belum masuk daftar 10 gempa terkuat di indonesia:),masuk daftar gempa terkuat indonesia,Negative
"@ninielisabeth_ Iyaa samaa.. aneh banget, tiap ada info gempa pasti gatau kalo tadinya sempet gempa :)",iyaa samaa aneh terkadang info gempa gatau sempet gempa,Negative
"Untung ga pernah bangun pagi :v, jadi gak ngerasain gempa.",untung terbangun pagi merasakan gempa,Negative
Stay safe kawan kawan Bali Lombok dari gempa susulan 🙏 https://t.co/DkNX4BGA48,aman kawan kawan bali lombok gempa susulan,Neutral
@eternalshuu gempa dimana Ren?,gempa dimana kemarin,Negative
"@sayanadhira wajar aja si, kalo gw keknya udah pindah sumpah daripada ketakutan mulu disana we, apalagi ampek yg ba… https://t.co/OA2YB1JkKD",wajar pindah sumpah ketakutan disana we ampek,Neutral
"Jack Frost PBSI SOLO CONCERT Kebangun Gempa Yuni
https://t.co/DnQBJm8MHF",jack frost pbsi solo concert terbangun gempa yuni,Negative
Madu Putih Baduy juga baik untuk pertumbuhan anak-anak. (Dewi) #Madu #Hitam #Baduy #Cimahi #honey #grow #kids #yuni… https://t.co/8AOMizIfWJ,madu putih baduy pertumbuhan anakanak dewi,Positive
stay safe kalian yang berada di pusat atau sekitaran gempa 🥺💓,aman berguncang pusat sekitaran gempa,Neutral
Foto Ibu Johanna Sunarti Gondokusumo (istri Jenderal A.H Nasution) bersama Ibu Imelda Marcos (istri Presiden Filipi… https://t.co/rGdchIZV5y,foto johanna sunarti gondokusumo istri jenderal nasution imelda marcos istri presiden filipi,Neutral
Tadi jam 5 dibangunin sama gempa di Lombok fess dan karena gak bisa tidur lagi yaudah masak buat sarapan sekalian b… https://t.co/9yY9ELGXdN,jam dibangunin gempa lombok fess terkadang tidur yaudah masak sarapan,Negative
"@iniAngelo Kangen banget suasana gempa yang tiep malem harus nenda rame2, seru sih menurut saya walaupun sempat nagis karna gempa xixi",kangen suasana gempa berguncang tiep semalam nenda rame seru nagis gempa xixi,Negative
oalah gempa tp gua bru bangun,oalah gempa bru terbangun,Negative
"Dapat notif Gempa tpi kok saya gak rasa Gempa sama sekali ya.. 
Padahal saya di Denpasar https://t.co/pTO3zrwNUG",notif gempa tpi berasa gempa berguncang denpasar,Negative
"Open donasi peduli sesama, minimal donasi Rp.1,- diperuntukan membantu membeli iqro dan Al qur'an, Rp.1,- untuk ama… https://t.co/gMJXwZL2FM",open donasi peduli minimal donasi rp diperuntukan membantu membeli iqro terkadang quran rp,Positive
Ternyata trauma gempa 2018 masih ada,trauma gempa terkadang,Negative
"@pisceozz adu nasib bang? ayok. lombok 2 tahun dideketin sm gempa tsunami dll, 2018 - 2019 gempa nya ga cuma 3-4sr… https://t.co/fp2LspQ9qX",adu nasib ayok lombok dideketin gempa tsunami dll gempa,Negative
"""Doa Ketika Terjadi Gempa Bumi"" https://t.co/xNsdhHOjIC",gempa bumi,Negative
"Update gempa: Gempa dengan magnitudo 4,6 dirasakan di Lombok sekitar pukul 05.15 WITA, Selasa, (25/01/2022). Dilans… https://t.co/TQN9byLUwT",update gempa gempa magnitudo dirasakan lombok wita selasa dilans,Negative
lombok gempa?? asli takutt kaya waktu itu,lombok gempa asli takutt,Negative
@iiniinanaa Pusing karna gempa?,pusing gempa,Negative
gempa… https://t.co/oyKZp2Bb7o,gempa,Negative
@ehcahyono @infoBMKG iya beneran gempa,iya beneran gempa,Negative
"Anjir pantesan awal gempa tadi langsung gede.. Lombok please stay safe, gue jauh dari keluarga nih:))

M4.7… https://t.co/X4TqFAaXeC",anjir pantesan gempa langsung lombok please aman keluarga nih,Neutral
"Lombok Diguncang Gempa, Getarannya hingga ke Bali https://t.co/EgACuiwRzO",lombok diguncang gempa getarannya kedalaman bali,Negative
"Gempa skala 4,6 mengguncang Mataram - Lombok, semoga tidak ada korban jiwa.. aamiin",gempa skala mengguncang mataram lombok semoga terkadang korban jiwa aamiin,Negative
Katanya tadi pagi gempa ya? Kok gak kerasa di aku? Kenapa setiap gempa di bali pasti aku selalu ketinggalan info pa… https://t.co/B0fmWsYPSf,pagi gempa berguncang gempa bali ketinggalan info,Negative
